,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2241,32,admin.,divorced,secondary,yes,-18,yes,no,unknown,12,may,155,3,-1,0,unknown,no
27146,40,services,single,secondary,no,19343,yes,no,cellular,21,nov,13,4,179,4,failure,no
40005,39,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,1,-1,0,unknown,yes
29501,39,blue-collar,married,primary,no,118,no,no,cellular,3,feb,906,1,-1,0,unknown,yes
40432,33,technician,married,secondary,no,3000,yes,yes,cellular,2,jul,160,1,-1,0,unknown,no
24777,34,management,married,tertiary,no,417,yes,no,cellular,18,nov,138,1,-1,0,unknown,no
12590,56,management,divorced,tertiary,no,94,no,no,unknown,4,jul,121,1,-1,0,unknown,no
4154,40,technician,married,tertiary,no,296,no,no,unknown,19,may,198,1,-1,0,unknown,no
23782,33,management,single,tertiary,no,2059,no,no,cellular,29,aug,106,2,-1,0,unknown,no
21800,43,self-employed,married,tertiary,no,488,no,no,cellular,20,aug,190,12,-1,0,unknown,no
36774,29,management,married,tertiary,no,13186,yes,no,cellular,12,may,322,1,350,2,failure,no
14301,41,blue-collar,married,primary,no,1821,no,yes,cellular,14,jul,137,3,-1,0,unknown,no
19170,38,management,married,tertiary,no,950,no,no,cellular,5,aug,210,2,-1,0,unknown,no
19657,57,retired,married,secondary,no,4490,no,no,cellular,7,aug,101,2,-1,0,unknown,no
42354,61,technician,married,primary,no,2282,no,no,cellular,25,nov,1092,1,-1,0,unknown,no
11372,53,admin.,divorced,secondary,no,-112,no,no,unknown,19,jun,394,1,-1,0,unknown,no
44548,31,management,married,tertiary,no,6980,no,no,cellular,12,aug,157,2,-1,0,unknown,no
19936,38,technician,married,tertiary,no,-1,no,no,cellular,8,aug,188,4,-1,0,unknown,no
31659,40,blue-collar,married,primary,no,2133,yes,yes,cellular,6,apr,377,3,325,1,failure,no
42660,50,management,married,tertiary,no,78,yes,no,cellular,14,jan,218,3,161,9,other,no
18931,60,blue-collar,married,primary,no,1670,no,no,cellular,4,aug,115,1,-1,0,unknown,no
9505,41,admin.,divorced,secondary,no,762,yes,no,unknown,6,jun,319,4,-1,0,unknown,no
21972,60,retired,married,secondary,no,208,no,no,cellular,20,aug,70,4,-1,0,unknown,no
41381,26,management,single,tertiary,no,200,no,no,cellular,1,sep,91,2,-1,0,unknown,no
25239,54,self-employed,married,tertiary,no,368,no,no,cellular,18,nov,74,2,110,4,failure,no
8652,31,management,single,tertiary,no,-205,yes,no,unknown,3,jun,56,12,-1,0,unknown,no
4538,36,admin.,married,secondary,no,2030,yes,no,unknown,20,may,24,1,-1,0,unknown,no
26657,39,management,divorced,tertiary,no,155,yes,no,cellular,20,nov,20,6,153,26,failure,no
9471,52,self-employed,married,tertiary,no,1088,yes,no,unknown,6,jun,217,2,-1,0,unknown,no
39861,26,management,single,tertiary,no,3178,no,no,cellular,2,jun,64,1,-1,0,unknown,no
18474,38,services,married,secondary,no,4392,no,no,cellular,31,jul,32,2,-1,0,unknown,no
36224,41,blue-collar,married,primary,no,595,yes,no,cellular,11,may,54,1,-1,0,unknown,no
24381,51,services,divorced,secondary,no,135,yes,yes,cellular,17,nov,862,1,-1,0,unknown,no
13537,45,admin.,married,secondary,no,335,no,no,cellular,9,jul,89,3,-1,0,unknown,no
41285,35,technician,single,tertiary,no,992,yes,no,cellular,26,aug,79,1,114,3,failure,no
31078,35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,200,5,failure,yes
14832,39,blue-collar,married,tertiary,no,597,no,no,cellular,16,jul,686,6,-1,0,unknown,yes
4677,36,management,single,tertiary,no,1373,yes,no,unknown,20,may,144,2,-1,0,unknown,no
35237,37,management,married,tertiary,no,900,yes,no,cellular,7,may,155,1,357,2,failure,no
34464,30,blue-collar,single,secondary,no,80,yes,yes,cellular,5,may,145,1,337,4,failure,no
21936,46,blue-collar,married,secondary,no,15,yes,yes,cellular,20,aug,76,3,-1,0,unknown,no
38653,33,admin.,single,secondary,no,5,yes,no,cellular,15,may,934,2,368,2,failure,yes
30722,54,management,married,tertiary,no,5927,no,no,cellular,6,feb,256,2,-1,0,unknown,no
2471,59,retired,married,secondary,no,2376,no,no,unknown,13,may,766,1,-1,0,unknown,no
43439,29,technician,single,tertiary,no,218,yes,no,cellular,12,apr,169,1,-1,0,unknown,no
39264,58,management,married,primary,no,76,yes,no,telephone,18,may,54,4,-1,0,unknown,no
17325,51,management,married,tertiary,no,57,no,no,cellular,28,jul,66,19,-1,0,unknown,no
17837,52,services,divorced,primary,yes,-1,no,yes,cellular,29,jul,112,6,-1,0,unknown,no
44086,30,management,married,tertiary,no,69,yes,no,unknown,6,jul,42,1,-1,0,unknown,no
18714,46,technician,married,secondary,no,499,yes,no,cellular,31,jul,37,10,-1,0,unknown,no
23410,34,technician,single,tertiary,yes,-1,no,no,cellular,27,aug,787,13,-1,0,unknown,no
14303,46,entrepreneur,married,tertiary,no,2262,no,no,telephone,14,jul,44,14,-1,0,unknown,no
26555,31,student,single,tertiary,no,307,no,no,cellular,20,nov,597,2,-1,0,unknown,no
6968,22,blue-collar,single,primary,no,3198,yes,no,unknown,28,may,109,2,-1,0,unknown,no
32219,49,blue-collar,divorced,secondary,no,-464,yes,no,cellular,16,apr,82,1,-1,0,unknown,no
7895,23,blue-collar,single,secondary,no,5145,yes,no,unknown,30,may,229,3,-1,0,unknown,no
26719,40,blue-collar,married,secondary,no,3765,yes,no,cellular,20,nov,87,2,-1,0,unknown,no
3704,41,blue-collar,married,unknown,no,732,yes,no,unknown,16,may,25,1,-1,0,unknown,no
40120,54,management,single,tertiary,no,0,no,no,telephone,5,jun,133,4,-1,0,unknown,no
6721,28,blue-collar,single,secondary,no,1,no,no,unknown,28,may,181,1,-1,0,unknown,no
20268,39,management,married,secondary,no,11835,yes,no,cellular,11,aug,744,2,-1,0,unknown,yes
10003,38,admin.,married,secondary,no,272,yes,yes,unknown,9,jun,174,2,-1,0,unknown,no
39727,56,admin.,married,secondary,no,1671,no,no,cellular,28,may,158,2,-1,0,unknown,no
24474,49,management,married,tertiary,no,7007,no,no,cellular,17,nov,325,2,-1,0,unknown,no
11908,39,unemployed,married,secondary,no,1654,no,no,unknown,20,jun,264,6,-1,0,unknown,no
31547,39,blue-collar,married,primary,no,176,yes,yes,cellular,3,apr,189,2,-1,0,unknown,no
27937,41,admin.,married,secondary,no,201,no,no,cellular,28,jan,114,1,-1,0,unknown,no
856,47,blue-collar,married,secondary,no,387,yes,no,unknown,7,may,122,2,-1,0,unknown,no
1040,56,blue-collar,married,primary,no,862,yes,yes,unknown,7,may,198,2,-1,0,unknown,no
45002,36,management,single,tertiary,no,2646,no,no,cellular,13,oct,169,1,182,10,success,yes
15789,50,management,married,tertiary,no,230,no,yes,cellular,21,jul,149,2,-1,0,unknown,no
14068,39,management,married,tertiary,no,710,yes,no,cellular,11,jul,211,2,-1,0,unknown,no
34261,26,admin.,single,secondary,no,160,no,yes,cellular,4,may,172,2,-1,0,unknown,no
21913,44,management,married,tertiary,no,0,no,no,cellular,20,aug,122,2,-1,0,unknown,no
35959,24,services,single,secondary,no,281,yes,no,cellular,8,may,211,2,337,3,other,no
35035,36,services,married,tertiary,no,260,yes,no,cellular,6,may,167,3,299,2,failure,no
35036,54,admin.,married,secondary,no,614,yes,no,cellular,6,may,322,2,343,2,failure,no
38700,42,blue-collar,married,primary,no,686,yes,no,cellular,15,may,1326,6,175,3,failure,no
16323,46,entrepreneur,divorced,tertiary,no,91,no,yes,cellular,23,jul,182,1,-1,0,unknown,no
16996,39,housemaid,married,secondary,no,1444,no,no,telephone,25,jul,362,8,-1,0,unknown,yes
41176,38,technician,married,secondary,no,10596,no,no,cellular,19,aug,195,1,197,4,other,yes
25104,50,management,married,tertiary,no,-151,yes,no,cellular,18,nov,63,2,-1,0,unknown,no
26470,44,services,married,secondary,no,-289,no,yes,cellular,20,nov,487,1,118,1,other,no
29004,49,self-employed,married,secondary,no,289,yes,no,cellular,2,feb,243,1,-1,0,unknown,no
6343,41,admin.,divorced,secondary,no,348,yes,no,unknown,27,may,233,3,-1,0,unknown,no
43690,34,technician,single,tertiary,no,2838,yes,no,cellular,13,may,620,3,-1,0,unknown,yes
21161,39,management,married,tertiary,no,2985,no,no,cellular,14,aug,91,2,-1,0,unknown,no
11602,47,admin.,married,secondary,no,4923,no,no,unknown,19,jun,121,3,-1,0,unknown,no
28509,30,services,single,secondary,no,9,no,yes,cellular,29,jan,194,2,205,2,failure,no
35609,45,technician,divorced,secondary,no,3271,no,no,cellular,7,may,388,2,-1,0,unknown,no
13028,28,admin.,married,secondary,no,54,no,yes,cellular,8,jul,226,1,-1,0,unknown,no
29676,48,management,single,tertiary,no,460,yes,no,cellular,3,feb,91,3,264,2,other,no
30028,31,technician,single,secondary,no,622,no,no,cellular,4,feb,15,5,-1,0,unknown,no
19792,32,management,married,tertiary,no,1388,no,no,cellular,8,aug,161,6,-1,0,unknown,no
27076,41,technician,married,secondary,no,636,yes,no,cellular,21,nov,1055,1,177,1,other,no
23519,30,technician,single,secondary,no,1052,no,no,cellular,28,aug,147,2,-1,0,unknown,no
7785,42,technician,married,secondary,no,4791,yes,no,unknown,30,may,88,2,-1,0,unknown,no
4621,30,management,married,tertiary,no,859,yes,no,unknown,20,may,249,3,-1,0,unknown,no
43760,78,retired,married,unknown,no,3208,no,no,telephone,20,may,351,3,-1,0,unknown,yes
43990,27,blue-collar,single,secondary,no,3145,no,no,cellular,25,jun,374,1,179,2,success,yes
15135,31,management,married,secondary,no,-453,yes,yes,cellular,17,jul,157,1,-1,0,unknown,no
10051,39,blue-collar,single,secondary,no,653,no,no,unknown,11,jun,54,4,-1,0,unknown,no
14931,39,management,married,tertiary,yes,-1586,yes,yes,cellular,16,jul,89,2,-1,0,unknown,no
33912,25,management,single,tertiary,no,943,no,no,cellular,30,apr,512,1,-1,0,unknown,yes
35929,59,management,married,primary,no,0,yes,no,cellular,8,may,130,1,-1,0,unknown,no
1414,44,technician,married,unknown,no,185,yes,yes,unknown,8,may,63,1,-1,0,unknown,no
27783,26,services,married,secondary,no,285,no,no,cellular,28,jan,100,1,-1,0,unknown,no
37688,33,blue-collar,married,secondary,no,705,yes,no,cellular,14,may,112,2,-1,0,unknown,no
34601,41,blue-collar,married,primary,no,-441,yes,no,cellular,5,may,352,1,-1,0,unknown,no
28213,59,management,married,secondary,no,1245,no,no,cellular,29,jan,285,1,-1,0,unknown,no
32045,36,management,divorced,tertiary,no,102,yes,no,cellular,14,apr,114,1,-1,0,unknown,no
44985,29,admin.,married,secondary,no,535,no,no,cellular,11,oct,185,2,-1,0,unknown,no
9061,45,blue-collar,married,unknown,no,419,no,no,unknown,5,jun,420,1,-1,0,unknown,no
18053,51,technician,married,secondary,yes,61,no,yes,telephone,30,jul,27,20,-1,0,unknown,no
29968,30,self-employed,married,tertiary,no,2666,no,no,cellular,4,feb,467,1,-1,0,unknown,yes
4632,36,blue-collar,married,secondary,no,1797,yes,yes,unknown,20,may,185,2,-1,0,unknown,no
41560,46,management,married,tertiary,no,7331,no,no,cellular,11,sep,658,4,95,2,other,yes
3863,44,blue-collar,divorced,unknown,no,532,no,no,unknown,16,may,141,2,-1,0,unknown,no
16463,44,management,married,tertiary,no,332,yes,no,cellular,23,jul,497,5,-1,0,unknown,no
30964,48,entrepreneur,married,tertiary,no,354,yes,no,cellular,9,feb,37,4,-1,0,unknown,no
16539,28,admin.,married,secondary,no,1,yes,no,cellular,24,jul,50,4,-1,0,unknown,no
25307,34,services,married,secondary,no,184,yes,no,cellular,18,nov,87,1,-1,0,unknown,no
24995,34,entrepreneur,single,tertiary,yes,1709,no,yes,cellular,18,nov,288,1,-1,0,unknown,no
18486,50,blue-collar,married,secondary,no,1553,yes,no,cellular,31,jul,53,2,-1,0,unknown,no
23489,51,management,married,secondary,no,1573,no,no,cellular,28,aug,72,18,-1,0,unknown,no
42883,51,admin.,married,secondary,no,1574,no,no,cellular,4,feb,149,2,-1,0,unknown,no
33730,29,management,married,tertiary,no,482,no,no,cellular,22,apr,79,1,-1,0,unknown,no
32720,34,admin.,married,secondary,no,1467,yes,no,cellular,17,apr,113,1,332,2,failure,no
24159,28,self-employed,single,tertiary,no,160,no,no,unknown,11,nov,158,1,-1,0,unknown,yes
16349,47,admin.,divorced,secondary,no,136,no,yes,cellular,23,jul,70,1,-1,0,unknown,no
29326,29,management,married,secondary,no,-420,yes,no,cellular,2,feb,77,3,-1,0,unknown,no
37511,40,blue-collar,married,primary,no,830,yes,no,cellular,13,may,873,3,370,2,failure,yes
34436,28,services,married,secondary,no,0,yes,no,cellular,5,may,334,1,355,6,failure,no
33936,32,services,married,secondary,no,580,yes,no,cellular,30,apr,69,1,-1,0,unknown,no
1355,33,entrepreneur,married,secondary,no,0,yes,yes,unknown,8,may,982,1,-1,0,unknown,no
27241,32,technician,married,secondary,no,950,yes,no,cellular,21,nov,82,3,-1,0,unknown,no
9267,41,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,85,2,-1,0,unknown,no
22503,36,management,divorced,tertiary,no,0,no,no,cellular,22,aug,247,4,-1,0,unknown,no
12432,45,admin.,single,secondary,no,-342,no,yes,unknown,30,jun,158,1,-1,0,unknown,no
8468,37,blue-collar,married,primary,no,907,yes,no,unknown,3,jun,23,1,-1,0,unknown,no
19339,59,retired,married,secondary,no,136,no,no,cellular,6,aug,301,4,-1,0,unknown,no
43583,63,retired,married,primary,no,12067,no,no,telephone,29,apr,660,1,191,1,failure,yes
28586,38,blue-collar,married,secondary,no,99,no,no,telephone,29,jan,191,2,-1,0,unknown,no
14714,36,blue-collar,married,secondary,no,3420,yes,no,cellular,15,jul,98,2,-1,0,unknown,no
28300,34,admin.,single,secondary,no,718,yes,no,cellular,29,jan,169,1,-1,0,unknown,no
40926,25,management,single,tertiary,no,2305,no,no,cellular,12,aug,222,2,104,2,failure,no
10711,36,admin.,single,secondary,no,16,no,no,unknown,16,jun,119,2,-1,0,unknown,no
31718,27,admin.,single,tertiary,no,2068,no,no,cellular,7,apr,49,2,-1,0,unknown,no
5914,35,services,married,secondary,no,437,yes,no,unknown,26,may,240,1,-1,0,unknown,no
41386,37,entrepreneur,married,tertiary,no,310,no,no,cellular,1,sep,76,1,-1,0,unknown,no
14,57,services,married,secondary,no,162,yes,no,unknown,5,may,174,1,-1,0,unknown,no
40257,60,admin.,married,secondary,no,3547,no,no,telephone,15,jun,351,6,-1,0,unknown,yes
13787,33,management,married,tertiary,no,4054,yes,no,cellular,10,jul,633,1,-1,0,unknown,no
29955,41,blue-collar,married,unknown,no,402,yes,no,cellular,4,feb,604,1,204,2,failure,no
9675,52,housemaid,married,primary,no,0,no,no,unknown,6,jun,235,3,-1,0,unknown,no
32925,50,technician,divorced,secondary,no,148,yes,no,cellular,17,apr,413,2,-1,0,unknown,no
34378,25,technician,single,secondary,no,9154,yes,no,telephone,4,may,40,5,-1,0,unknown,no
14571,37,management,married,tertiary,no,1094,yes,no,cellular,15,jul,101,2,-1,0,unknown,no
34510,22,student,single,secondary,no,562,yes,no,cellular,5,may,147,1,-1,0,unknown,no
11954,60,retired,divorced,tertiary,no,2166,no,no,unknown,20,jun,8,9,-1,0,unknown,no
15387,33,management,single,secondary,no,239,yes,yes,cellular,18,jul,47,1,-1,0,unknown,no
7723,37,technician,married,secondary,no,5115,yes,no,unknown,30,may,45,4,-1,0,unknown,no
6595,45,blue-collar,married,primary,no,-175,yes,yes,unknown,28,may,215,2,-1,0,unknown,no
16558,29,admin.,single,secondary,no,768,yes,no,cellular,24,jul,119,5,-1,0,unknown,no
7425,31,student,single,tertiary,no,479,yes,no,unknown,29,may,72,12,-1,0,unknown,no
37952,36,admin.,single,secondary,no,886,yes,yes,cellular,14,may,362,6,-1,0,unknown,no
33499,31,management,married,tertiary,no,-235,yes,no,cellular,20,apr,546,2,-1,0,unknown,no
21359,55,management,married,tertiary,no,0,no,yes,telephone,18,aug,201,11,-1,0,unknown,no
4412,35,blue-collar,married,secondary,no,1602,yes,yes,unknown,20,may,171,1,-1,0,unknown,no
11016,46,services,married,primary,no,741,no,no,unknown,17,jun,161,3,-1,0,unknown,no
3216,54,technician,married,tertiary,no,2883,yes,yes,unknown,15,may,12,3,-1,0,unknown,no
35054,54,management,divorced,tertiary,no,432,yes,no,cellular,6,may,160,1,-1,0,unknown,no
5579,33,blue-collar,married,primary,no,2665,yes,no,unknown,23,may,358,2,-1,0,unknown,no
8062,32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,-1,0,unknown,no
12135,51,management,married,primary,no,6298,yes,no,unknown,20,jun,14,3,-1,0,unknown,no
42046,30,management,married,tertiary,no,944,no,no,cellular,29,oct,251,2,-1,0,unknown,yes
29179,52,unemployed,married,primary,no,3175,no,no,cellular,2,feb,165,1,-1,0,unknown,no
42967,33,technician,single,secondary,no,2085,no,no,cellular,9,feb,501,2,-1,0,unknown,yes
4314,55,blue-collar,married,secondary,no,212,yes,no,unknown,19,may,324,2,-1,0,unknown,no
36444,55,blue-collar,married,unknown,no,-361,yes,no,telephone,11,may,82,2,350,1,failure,no
13872,34,self-employed,married,tertiary,no,870,no,no,cellular,10,jul,58,1,-1,0,unknown,no
44188,47,admin.,married,secondary,no,3676,no,no,cellular,15,jul,415,2,342,1,other,yes
4534,36,blue-collar,divorced,secondary,no,221,yes,no,unknown,20,may,189,1,-1,0,unknown,no
37910,53,management,married,tertiary,no,-388,yes,no,cellular,14,may,111,3,356,1,other,no
9412,46,technician,married,tertiary,no,0,no,no,unknown,6,jun,159,1,-1,0,unknown,no
15084,47,blue-collar,married,primary,no,840,no,yes,cellular,17,jul,509,1,-1,0,unknown,no
6612,33,admin.,single,secondary,no,598,yes,no,unknown,28,may,189,1,-1,0,unknown,no
38423,26,student,single,secondary,no,2138,yes,no,cellular,15,may,18,8,371,1,other,no
19564,42,management,single,tertiary,no,100,no,no,cellular,7,aug,64,2,-1,0,unknown,no
14392,27,admin.,married,secondary,no,639,no,yes,cellular,14,jul,243,3,-1,0,unknown,no
1392,40,blue-collar,married,primary,no,640,yes,yes,unknown,8,may,347,2,-1,0,unknown,no
24789,33,technician,married,secondary,no,256,yes,no,cellular,18,nov,76,1,-1,0,unknown,no
13860,54,admin.,divorced,secondary,no,791,no,yes,cellular,10,jul,66,1,-1,0,unknown,no
37817,29,admin.,divorced,secondary,no,-254,yes,no,cellular,14,may,406,2,-1,0,unknown,yes
30982,41,unemployed,married,secondary,no,5608,no,no,cellular,9,feb,64,2,-1,0,unknown,no
11847,39,entrepreneur,divorced,tertiary,yes,-251,no,no,unknown,20,jun,421,6,-1,0,unknown,no
13929,47,admin.,married,secondary,no,3386,no,yes,cellular,10,jul,360,17,-1,0,unknown,no
21691,53,technician,married,secondary,no,3429,no,no,cellular,19,aug,280,4,-1,0,unknown,no
12561,35,technician,divorced,secondary,no,2,no,no,unknown,3,jul,88,1,-1,0,unknown,no
16661,29,admin.,married,secondary,no,187,yes,yes,cellular,24,jul,386,2,-1,0,unknown,no
2325,52,services,married,tertiary,no,1135,yes,yes,unknown,13,may,514,5,-1,0,unknown,no
29366,37,technician,married,tertiary,no,0,yes,no,cellular,2,feb,440,2,-1,0,unknown,no
33993,36,self-employed,single,tertiary,no,0,yes,no,cellular,30,apr,204,1,-1,0,unknown,no
11935,51,management,married,tertiary,no,-265,yes,no,unknown,20,jun,435,4,-1,0,unknown,no
18063,46,admin.,divorced,tertiary,no,-363,no,yes,cellular,30,jul,96,11,-1,0,unknown,no
24425,49,services,married,secondary,no,202,yes,no,cellular,17,nov,651,2,104,1,failure,yes
12627,37,management,married,tertiary,no,1265,no,yes,unknown,4,jul,101,1,-1,0,unknown,no
5215,36,blue-collar,single,secondary,no,690,yes,no,unknown,23,may,86,2,-1,0,unknown,no
21460,49,services,married,tertiary,no,306,yes,no,cellular,18,aug,285,7,-1,0,unknown,no
5431,39,unemployed,married,secondary,no,-455,yes,no,unknown,23,may,542,2,-1,0,unknown,no
8764,28,admin.,single,tertiary,no,4,no,no,unknown,4,jun,148,11,-1,0,unknown,no
14798,42,technician,married,secondary,no,422,yes,no,cellular,16,jul,400,1,-1,0,unknown,no
25758,58,blue-collar,married,secondary,no,590,no,yes,cellular,19,nov,136,1,167,1,failure,no
31153,28,management,single,tertiary,no,3611,no,no,cellular,26,feb,141,2,-1,0,unknown,yes
32116,30,blue-collar,single,secondary,no,4,no,no,cellular,15,apr,692,1,-1,0,unknown,no
33920,58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,1,87,1,success,yes
6534,28,blue-collar,married,secondary,no,100,yes,yes,unknown,27,may,132,2,-1,0,unknown,no
39501,37,management,married,tertiary,no,900,yes,no,cellular,25,may,116,1,18,3,failure,no
8884,27,blue-collar,married,secondary,no,419,yes,no,unknown,4,jun,1181,2,-1,0,unknown,yes
10336,45,housemaid,divorced,primary,no,221,no,no,unknown,12,jun,93,1,-1,0,unknown,no
28089,51,admin.,married,secondary,no,2662,no,no,telephone,28,jan,148,2,-1,0,unknown,no
